Emotions,Path
Surprise,Datasets\ESD\0012\Surprise\0012_001539.wav
Happiness,Datasets\ESD\0014\Happy\0014_000892.wav
Sadness,Datasets\ESD\0015\Sad\0015_001158.wav
Neutral,Datasets\RAVDESS-SONG\Actor_04\03-02-02-01-01-02-04.wav
Neutral,Datasets\CREMA-D\1055_DFA_NEU_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001253.wav
Anger,Datasets\ESD\0013\Angry\0013_000384.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-02-01-26-02-02-02-15.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000215.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000331.wav
Sadness,Datasets\CREMA-D\1055_IEO_SAD_LO.wav
Neutral,Datasets\RAVDESS-SONG\Actor_24\03-02-02-01-01-01-24.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_keep_disgust.wav
Happiness,Datasets\ESD\0012\Happy\0012_000979.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001598.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000080.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001605.wav
Happiness,Datasets\ESD\0013\Happy\0013_000893.wav
Anger,Datasets\ESD\0015\Angry\0015_000355.wav
Fear,Datasets\CREMA-D\1074_TSI_FEA_XX.wav
Sadness,Datasets\JL\male2_sad_14a_1.wav
Happiness,Datasets\ESD\0015\Happy\0015_000978.wav
Fear,Datasets\CREMA-D\1037_WSI_FEA_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_fall_happy.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-32-76-02-02-02-14.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_thin_neutral.wav
Sadness,Datasets\ESD\0015\Sad\0015_001068.wav
Disgust,Datasets\CREMA-D\1072_ITH_DIS_XX.wav
Neutral,Datasets\CREMA-D\1060_TAI_NEU_XX.wav
Sadness,Datasets\ESD\0012\Sad\0012_001170.wav
Sadness,Datasets\ASVP\ASVP1\03-01-04-01-43-00-02-01-02-06.wav
Sadness,Datasets\RAVDESS-SONG\Actor_21\03-02-04-01-02-02-21.wav
Fear,Datasets\TESS\YAF_fear\YAF_neat_fear.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-04-95-02-02-02.wav
Happiness,Datasets\ESD\0018\Happy\0018_000831.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001605.wav
Happiness,Datasets\CREMA-D\1048_TAI_HAP_XX.wav
Fear,Datasets\CREMA-D\1083_IEO_FEA_MD.wav
Happiness,Datasets\RAVDESS\Actor_10\03-01-03-01-01-01-10.wav
Happiness,Datasets\ESD\0015\Happy\0015_000802.wav
Fear,Datasets\CREMA-D\1042_IWL_FEA_XX.wav
Fear,Datasets\CREMA-D\1041_MTI_FEA_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000147.wav
Neutral,Datasets\SAVEE\JE\n10.wav
Happiness,Datasets\ESD\0013\Happy\0013_001047.wav
Anger,Datasets\CREMA-D\1061_IWW_ANG_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000617.wav
Anger,Datasets\ESD\0017\Angry\0017_000574.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001423.wav
Happiness,Datasets\ESD\0020\Happy\0020_000714.wav
Sadness,Datasets\ESD\0011\Sad\0011_001092.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_raid_disgust.wav
Anger,Datasets\CREMA-D\1038_IWL_ANG_XX.wav
Happiness,Datasets\ESD\0014\Happy\0014_000751.wav
Anger,Datasets\CREMA-D\1058_IEO_ANG_MD.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000053.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001513.wav
Happiness,Datasets\JL\female1_happy_4b_1.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_make_disgust.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001463.wav
Sadness,Datasets\RAVDESS\Actor_21\03-01-04-02-02-01-21.wav
Fear,Datasets\CREMA-D\1034_WSI_FEA_XX.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000155.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001441.wav
Neutral,Datasets\CREMA-D\1083_TAI_NEU_XX.wav
Happiness,Datasets\ESD\0015\Happy\0015_000879.wav
Neutral,Datasets\CREMA-D\1004_IWL_NEU_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_001036.wav
Anger,Datasets\CREMA-D\1081_ITH_ANG_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_dead_happy.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001619.wav
Happiness,Datasets\ESD\0015\Happy\0015_000709.wav
Fear,Datasets\CREMA-D\1077_IOM_FEA_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000959.wav
Happiness,Datasets\TESS\YAF_happy\YAF_size_happy.wav
Fear,Datasets\CREMA-D\1038_IWL_FEA_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000291.wav
Sadness,Datasets\CREMA-D\1076_IEO_SAD_LO.wav
Anger,Datasets\ESD\0018\Angry\0018_000485.wav
Happiness,Datasets\ESD\0016\Happy\0016_000824.wav
Anger,Datasets\CREMA-D\1087_DFA_ANG_XX.wav
Happiness,Datasets\ESD\0018\Happy\0018_000941.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001693.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001458.wav
Happiness,Datasets\RAVDESS-SONG\Actor_19\03-02-03-02-02-02-19.wav
Disgust,Datasets\CREMA-D\1065_IWW_DIS_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000969.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001409.wav
Anger,Datasets\ESD\0016\Angry\0016_000697.wav
Sadness,Datasets\ESD\0011\Sad\0011_001250.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001624.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001704.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001495.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000300.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_bite_ps.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001535.wav
Happiness,Datasets\ESD\0017\Happy\0017_000761.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001580.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001495.wav
Fear,Datasets\CREMA-D\1010_IEO_FEA_LO.wav
Happiness,Datasets\ESD\0020\Happy\0020_001005.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001650.wav
Fear,Datasets\CREMA-D\1017_IWW_FEA_XX.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_sail_neutral.wav
Sadness,Datasets\ESD\0018\Sad\0018_001231.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001453.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001453.wav
Happiness,Datasets\ESD\0020\Happy\0020_000827.wav
Anger,Datasets\ESD\0018\Angry\0018_000666.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000226.wav
Sadness,Datasets\ESD\0011\Sad\0011_001099.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-10-118-02-02-02-02.wav
Sadness,Datasets\ESD\0012\Sad\0012_001330.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000077.wav
Sadness,Datasets\ESD\0020\Sad\0020_001366.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001414.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_shout_disgust.wav
Neutral,Datasets\RAVDESS-SONG\Actor_14\03-02-01-01-01-01-14.wav
Happiness,Datasets\ESD\0019\Happy\0019_000973.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-24-55-02-02-02-13.wav
Sadness,Datasets\RAVDESS-SONG\Actor_01\03-02-04-01-02-02-01.wav
Anger,Datasets\ESD\0020\Angry\0020_000452.wav
Happiness,Datasets\ESD\0019\Happy\0019_001021.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_reach_neutral.wav
Neutral,Datasets\CREMA-D\1008_TIE_NEU_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001148.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001662.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001560.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-02-00-64-02-01-02-15.wav
Anger,Datasets\TESS\OAF_angry\OAF_kill_angry.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001530.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001687.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000153.wav
Sadness,Datasets\CREMA-D\1033_IEO_SAD_LO.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001500.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000095.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000244.wav
Anger,Datasets\ESD\0014\Angry\0014_000607.wav
Fear,Datasets\TESS\YAF_fear\YAF_keen_fear.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_check_ps.wav
Sadness,Datasets\CREMA-D\1080_TIE_SAD_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000049.wav
Happiness,Datasets\JL\female1_happy_2b_2.wav
Neutral,Datasets\CREMA-D\1032_MTI_NEU_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000326.wav
Anger,Datasets\CREMA-D\1005_DFA_ANG_XX.wav
Sadness,Datasets\CREMA-D\1010_IEO_SAD_LO.wav
Anger,Datasets\ESD\0017\Angry\0017_000404.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001596.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001442.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001553.wav
Happiness,Datasets\CREMA-D\1075_IEO_HAP_HI.wav
Sadness,Datasets\ESD\0019\Sad\0019_001087.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000013.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000285.wav
Neutral,Datasets\CREMA-D\1034_IWL_NEU_XX.wav
Sadness,Datasets\RAVDESS-SONG\Actor_06\03-02-04-02-01-01-06.wav
Disgust,Datasets\ASVP\ASVP5\03-01-07-01-01-54-02-02-02.wav
Happiness,Datasets\TESS\OAF_happy\OAF_when_happy.wav
Anger,Datasets\JL\female1_angry_4b_2.wav
Anger,Datasets\ESD\0012\Angry\0012_000484.wav
Sadness,Datasets\TESS\YAF_sad\YAF_perch_sad.wav
Happiness,Datasets\ESD\0018\Happy\0018_000920.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000189.wav
Happiness,Datasets\ESD\0012\Happy\0012_000956.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000154.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001478.wav
Sadness,Datasets\ESD\0020\Sad\0020_001171.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001742.wav
Anger,Datasets\CREMA-D\1033_ITH_ANG_XX.wav
Anger,Datasets\ESD\0013\Angry\0013_000658.wav
Anger,Datasets\ESD\0015\Angry\0015_000359.wav
Sadness,Datasets\CREMA-D\1028_IEO_SAD_HI.wav
Sadness,Datasets\CREMA-D\1071_TSI_SAD_XX.wav
Sadness,Datasets\ESD\0014\Sad\0014_001059.wav
Sadness,Datasets\ESD\0018\Sad\0018_001058.wav
Anger,Datasets\ESD\0017\Angry\0017_000514.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001672.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000151.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000301.wav
Anger,Datasets\CREMA-D\1043_TIE_ANG_XX.wav
Happiness,Datasets\ESD\0014\Happy\0014_000737.wav
Sadness,Datasets\ESD\0020\Sad\0020_001314.wav
Anger,Datasets\TESS\YAF_angry\YAF_germ_angry.wav
Happiness,Datasets\ESD\0015\Happy\0015_000731.wav
Happiness,Datasets\ESD\0018\Happy\0018_000995.wav
Anger,Datasets\TESS\OAF_angry\OAF_make_angry.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001741.wav
Anger,Datasets\ESD\0017\Angry\0017_000436.wav
Happiness,Datasets\CREMA-D\1016_ITH_HAP_XX.wav
Happiness,Datasets\ESD\0016\Happy\0016_000836.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001519.wav
Happiness,Datasets\ESD\0013\Happy\0013_000862.wav
Happiness,Datasets\CREMA-D\1042_DFA_HAP_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000193.wav
Sadness,Datasets\ESD\0015\Sad\0015_001076.wav
Happiness,Datasets\ESD\0012\Happy\0012_000803.wav
Sadness,Datasets\ESD\0012\Sad\0012_001324.wav
Anger,Datasets\ESD\0015\Angry\0015_000497.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000087.wav
Anger,Datasets\TESS\OAF_angry\OAF_name_angry.wav
Disgust,Datasets\CREMA-D\1025_TSI_DIS_XX.wav
Fear,Datasets\TESS\OAF_Fear\OAF_get_fear.wav
Happiness,Datasets\RAVDESS\Actor_15\03-01-03-02-02-01-15.wav
Sadness,Datasets\ESD\0020\Sad\0020_001224.wav
Anger,Datasets\ESD\0017\Angry\0017_000519.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-01-95-02-02-02.wav
Happiness,Datasets\RAVDESS-SONG\Actor_15\03-02-03-02-02-02-15.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001421.wav
Disgust,Datasets\CREMA-D\1069_MTI_DIS_XX.wav
Happiness,Datasets\CREMA-D\1031_WSI_HAP_XX.wav
Neutral,Datasets\ASVP\ASVP4\03-01-02-01-01-104-02-02-02-66.wav
Happiness,Datasets\ESD\0015\Happy\0015_000924.wav
Sadness,Datasets\ESD\0017\Sad\0017_001355.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001472.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000259.wav
Sadness,Datasets\ESD\0012\Sad\0012_001248.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-29-55-02-02-02-01.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001737.wav
Anger,Datasets\ESD\0011\Angry\0011_000494.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_search_ps.wav
Happiness,Datasets\ESD\0012\Happy\0012_000991.wav
Sadness,Datasets\RAVDESS-SONG\Actor_01\03-02-04-01-02-01-01.wav
Sadness,Datasets\CREMA-D\1091_IEO_SAD_MD.wav
Neutral,Datasets\RAVDESS\Actor_07\03-01-01-01-02-02-07.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001619.wav
Happiness,Datasets\ESD\0011\Happy\0011_000876.wav
Anger,Datasets\RAVDESS\Actor_10\03-01-05-01-01-02-10.wav
Anger,Datasets\ESD\0019\Angry\0019_000410.wav
Disgust,Datasets\CREMA-D\1043_TAI_DIS_XX.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000211.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000117.wav
Happiness,Datasets\ESD\0016\Happy\0016_000979.wav
Anger,Datasets\ESD\0012\Angry\0012_000451.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-05-41-02-01-02.wav
Anger,Datasets\TESS\YAF_angry\YAF_wash_angry.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001485.wav
Anger,Datasets\TESS\YAF_angry\YAF_hire_angry.wav
Sadness,Datasets\ESD\0013\Sad\0013_001392.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_numb_neutral.wav
Sadness,Datasets\ASVP\ASVP3\03-01-04-01-13-100-02-03-00-14-03.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001622.wav
Happiness,Datasets\ESD\0018\Happy\0018_000809.wav
Sadness,Datasets\CREMA-D\1054_DFA_SAD_XX.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000160.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000243.wav
Anger,Datasets\CREMA-D\1018_IEO_ANG_HI.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000091.wav
Anger,Datasets\JL\female1_angry_4a_2.wav
Anger,Datasets\CREMA-D\1046_IEO_ANG_HI.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000070.wav
Anger,Datasets\ESD\0013\Angry\0013_000491.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000324.wav
Sadness,Datasets\ESD\0015\Sad\0015_001256.wav
Sadness,Datasets\ESD\0019\Sad\0019_001248.wav
Anger,Datasets\ESD\0020\Angry\0020_000640.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001513.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-03-97-02-02-02-01.wav
Fear,Datasets\CREMA-D\1006_TSI_FEA_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000267.wav
Happiness,Datasets\CREMA-D\1028_IEO_HAP_MD.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000275.wav
Sadness,Datasets\ESD\0015\Sad\0015_001332.wav
Sadness,Datasets\ESD\0011\Sad\0011_001137.wav
Anger,Datasets\ESD\0016\Angry\0016_000473.wav
Disgust,Datasets\CREMA-D\1019_DFA_DIS_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_learn_happy.wav
Fear,Datasets\RAVDESS\Actor_02\03-01-06-01-02-01-02.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000303.wav
Happiness,Datasets\TESS\YAF_happy\YAF_sheep_happy.wav
Anger,Datasets\CREMA-D\1031_IOM_ANG_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000218.wav
Anger,Datasets\ESD\0017\Angry\0017_000496.wav
Happiness,Datasets\CREMA-D\1042_IWL_HAP_XX.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001615.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_dog_disgust.wav
Happiness,Datasets\ESD\0012\Happy\0012_001033.wav
Sadness,Datasets\JL\female1_sad_7a_2.wav
Disgust,Datasets\CREMA-D\1063_TSI_DIS_XX.wav
Happiness,Datasets\CREMA-D\1040_ITH_HAP_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_came_ps.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000179.wav
Sadness,Datasets\ESD\0013\Sad\0013_001177.wav
Happiness,Datasets\ESD\0013\Happy\0013_000903.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-02-04-64-02-02-02.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000344.wav
Anger,Datasets\CREMA-D\1009_TAI_ANG_XX.wav
Anger,Datasets\ESD\0015\Angry\0015_000571.wav
Fear,Datasets\RAVDESS-SONG\Actor_24\03-02-06-01-01-01-24.wav
Sadness,Datasets\CREMA-D\1043_MTI_SAD_XX.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-10-60-02-02-02.wav
Happiness,Datasets\TESS\YAF_happy\YAF_numb_happy.wav
Sadness,Datasets\ESD\0014\Sad\0014_001359.wav
Sadness,Datasets\ESD\0014\Sad\0014_001164.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-02-02-28-02-02-02-01.wav
Happiness,Datasets\RAVDESS-SONG\Actor_09\03-02-03-02-02-02-09.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000021.wav
Anger,Datasets\ESD\0015\Angry\0015_000402.wav
Anger,Datasets\ESD\0020\Angry\0020_000475.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001531.wav
Happiness,Datasets\ESD\0013\Happy\0013_000908.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001408.wav
Anger,Datasets\ESD\0014\Angry\0014_000589.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_fall_neutral.wav
Sadness,Datasets\ESD\0017\Sad\0017_001380.wav
Happiness,Datasets\CREMA-D\1063_IEO_HAP_MD.wav
Anger,Datasets\ESD\0015\Angry\0015_000436.wav
Anger,Datasets\CREMA-D\1028_TAI_ANG_XX.wav
Sadness,Datasets\RAVDESS\Actor_01\03-01-04-01-01-02-01.wav
Happiness,Datasets\CREMA-D\1083_DFA_HAP_XX.wav
Sadness,Datasets\RAVDESS-SONG\Actor_14\03-02-04-02-02-02-14.wav
Sadness,Datasets\JL\male2_sad_13b_1.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001736.wav
Happiness,Datasets\ESD\0016\Happy\0016_000921.wav
Sadness,Datasets\CREMA-D\1089_WSI_SAD_XX.wav
Happiness,Datasets\CREMA-D\1045_IWL_HAP_XX.wav
Neutral,Datasets\JL\female2_neutral_15b_2.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000055.wav
Neutral,Datasets\RAVDESS\Actor_02\03-01-02-02-01-01-02.wav
Sadness,Datasets\CREMA-D\1041_ITH_SAD_XX.wav
Surprise,Datasets\RAVDESS\Actor_15\03-01-08-02-02-01-15.wav
Anger,Datasets\SAVEE\JK\a04.wav
Disgust,Datasets\CREMA-D\1054_MTI_DIS_XX.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000177.wav
Happiness,Datasets\CREMA-D\1074_IEO_HAP_MD.wav
Anger,Datasets\ESD\0019\Angry\0019_000636.wav
Anger,Datasets\CREMA-D\1014_IEO_ANG_LO.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-15-60-02-02-02-03.wav
Sadness,Datasets\ESD\0020\Sad\0020_001090.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_moon_disgust.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001600.wav
Anger,Datasets\ESD\0012\Angry\0012_000669.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000187.wav
Anger,Datasets\ESD\0013\Angry\0013_000535.wav
Happiness,Datasets\ESD\0012\Happy\0012_000877.wav
Anger,Datasets\ESD\0014\Angry\0014_000537.wav
Fear,Datasets\TESS\YAF_fear\YAF_turn_fear.wav
Happiness,Datasets\RAVDESS\Actor_13\03-01-03-01-01-01-13.wav
Disgust,Datasets\CREMA-D\1030_TIE_DIS_XX.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_bar_disgust.wav
Neutral,Datasets\RAVDESS-SONG\Actor_10\03-02-02-01-01-02-10.wav
Happiness,Datasets\RAVDESS\Actor_19\03-01-03-01-02-01-19.wav
Anger,Datasets\ESD\0015\Angry\0015_000695.wav
Neutral,Datasets\CREMA-D\1039_IWW_NEU_XX.wav
Sadness,Datasets\ESD\0014\Sad\0014_001303.wav
Anger,Datasets\ASVP\ASVP5\03-01-05-01-30-40-02-01-02.wav
Happiness,Datasets\ESD\0019\Happy\0019_000702.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001738.wav
Sadness,Datasets\ESD\0011\Sad\0011_001075.wav
Neutral,Datasets\TESS\YAF_neutral\YAF_have_neutral.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000146.wav
Disgust,Datasets\CREMA-D\1066_TIE_DIS_XX.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_luck_ps.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000292.wav
Fear,Datasets\CREMA-D\1034_IEO_FEA_HI.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-33-61-02-02-02-01.wav
Anger,Datasets\ESD\0013\Angry\0013_000417.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_chain_neutral.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001642.wav
Sadness,Datasets\ESD\0011\Sad\0011_001328.wav
Disgust,Datasets\CREMA-D\1052_IOM_DIS_XX.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000346.wav
Anger,Datasets\ESD\0015\Angry\0015_000354.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001534.wav
Happiness,Datasets\ESD\0015\Happy\0015_001000.wav
Happiness,Datasets\CREMA-D\1087_DFA_HAP_XX.wav
Anger,Datasets\ESD\0012\Angry\0012_000452.wav
Disgust,Datasets\SAVEE\DC\d10.wav
Anger,Datasets\ESD\0014\Angry\0014_000465.wav
Sadness,Datasets\RAVDESS\Actor_15\03-01-04-02-02-01-15.wav
Happiness,Datasets\ESD\0016\Happy\0016_000820.wav
Anger,Datasets\ESD\0016\Angry\0016_000650.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001725.wav
Sadness,Datasets\ESD\0011\Sad\0011_001259.wav
Happiness,Datasets\ESD\0014\Happy\0014_000972.wav
Sadness,Datasets\ESD\0013\Sad\0013_001262.wav
Disgust,Datasets\CREMA-D\1070_DFA_DIS_XX.wav
Happiness,Datasets\CREMA-D\1081_DFA_HAP_XX.wav
Disgust,Datasets\RAVDESS\Actor_16\03-01-07-01-02-02-16.wav
Neutral,Datasets\CREMA-D\1070_IOM_NEU_XX.wav
Sadness,Datasets\RAVDESS-SONG\Actor_09\03-02-04-02-01-01-09.wav
Anger,Datasets\CREMA-D\1015_TIE_ANG_XX.wav
Sadness,Datasets\ESD\0019\Sad\0019_001296.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001564.wav
Sadness,Datasets\ESD\0017\Sad\0017_001174.wav
Fear,Datasets\RAVDESS-SONG\Actor_12\03-02-06-02-02-02-12.wav
Happiness,Datasets\TESS\OAF_happy\OAF_pick_happy.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-27-56-02-02-02-01.wav
Neutral,Datasets\CREMA-D\1011_TAI_NEU_XX.wav
Sadness,Datasets\ESD\0012\Sad\0012_001097.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000123.wav
Sadness,Datasets\CREMA-D\1005_WSI_SAD_XX.wav
Anger,Datasets\CREMA-D\1060_ITH_ANG_XX.wav
Sadness,Datasets\CREMA-D\1064_IEO_SAD_HI.wav
Happiness,Datasets\ESD\0018\Happy\0018_001020.wav
Neutral,Datasets\RAVDESS\Actor_20\03-01-01-01-02-02-20.wav
Disgust,Datasets\RAVDESS\Actor_22\03-01-07-02-02-02-22.wav
Neutral,Datasets\RAVDESS-SONG\Actor_09\03-02-01-01-01-02-09.wav
Anger,Datasets\CREMA-D\1042_ITH_ANG_XX.wav
Disgust,Datasets\CREMA-D\1047_ITS_DIS_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_pole_happy.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000192.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000192.wav
Anger,Datasets\ESD\0012\Angry\0012_000603.wav
Neutral,Datasets\RAVDESS\Actor_11\03-01-01-01-02-01-11.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001748.wav
Neutral,Datasets\CREMA-D\1050_IOM_NEU_XX.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001419.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000140.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001702.wav
Disgust,Datasets\CREMA-D\1081_TAI_DIS_XX.wav
Anger,Datasets\ESD\0020\Angry\0020_000664.wav
Fear,Datasets\CREMA-D\1044_WSI_FEA_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_000825.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001661.wav
Fear,Datasets\CREMA-D\1040_TSI_FEA_XX.wav
Happiness,Datasets\ESD\0019\Happy\0019_001040.wav
Disgust,Datasets\TESS\OAF_disgust\OAF_far_disgust.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001674.wav
Fear,Datasets\CREMA-D\1065_DFA_FEA_XX.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000325.wav
Sadness,Datasets\ESD\0019\Sad\0019_001096.wav
Fear,Datasets\CREMA-D\1062_DFA_FEA_XX.wav
Neutral,Datasets\RAVDESS\Actor_22\03-01-01-01-01-01-22.wav
Anger,Datasets\ESD\0011\Angry\0011_000486.wav
Fear,Datasets\CREMA-D\1053_MTI_FEA_XX.wav
